,BaseDateTime,LAT,LON,SOG,COG,Heading,IMO,VesselType,Status,Length,Width,Draft
4182,2016-11-18 13:00:00,54.07114,-161.7194,12.9,-135.6,270.0,IMO9643958,70.0,under way using engine,180.0,30.0,10.5
4183,2016-11-18 14:00:00,54.07586,-161.92106,12.7,-138.4,268.0,IMO9643958,70.0,under way using engine,180.0,30.0,10.5
4190,2016-11-18 21:00:00,54.07915,-161.89994,18.2,-137.8,278.0,IMO9293650,70.0,under way using engine,200.0,32.0,7.7
4191,2016-11-18 22:00:00,54.08223,-161.99641,15.8,-131.8,280.0,IMO9293650,70.0,under way using engine,200.0,32.0,7.7
4294,2016-11-23 05:00:00,54.04578,-161.9485,12.3,98.0,99.0,IMO9291133,70.0,under way using engine,199.0,32.0,9.2
4295,2016-11-23 06:00:00,54.05357,-161.71457,11.8,88.0,89.0,IMO9291133,70.0,under way using engine,199.0,32.0,9.2
4327,2016-11-24 14:00:00,54.10088,-161.76784,17.1,-140.6,269.0,IMO9293789,79.0,under way using engine,334.0,42.0,9.5
4328,2016-11-24 15:00:00,54.10005,-161.99515,16.9,-142.3,269.0,IMO9293789,79.0,under way using engine,334.0,42.0,9.5
4329,2016-12-10 03:00:00,53.98003,-161.8721,8.7,104.0,90.0,IMO9515723,70.0,under way using engine,169.0,28.0,5.9
4330,2016-12-10 04:00:00,53.96617,-161.75022,9.0,102.0,89.0,IMO9515723,70.0,under way using engine,169.0,28.0,5.9
4511,2016-12-17 17:00:00,54.05803,-161.6139,8.6,-145.6,266.0,IMO9385166,70.0,under way using engine,176.0,29.0,9.9
4512,2016-12-17 18:00:00,54.05883,-161.84687,8.5,-128.6,278.0,IMO9385166,70.0,under way using engine,176.0,29.0,9.9
4513,2016-12-17 19:00:00,54.07297,-161.99342,9.4,-131.6,279.0,IMO9385166,70.0,under way using engine,176.0,29.0,9.9
4724,2016-12-26 14:00:00,54.09968,-161.99709,12.6,83.4,85.0,IMO9643958,70.0,under way using engine,180.0,30.0,6.5
4725,2016-12-26 15:00:00,54.11431,-161.70446,13.6,88.1,82.0,IMO9643958,70.0,under way using engine,180.0,30.0,6.5
4766,2016-12-28 08:00:00,54.02587,-161.88898,11.9,115.0,108.0,IMO9231573,70.0,under way using engine,189.0,32.0,7.9
4852,2016-12-31 22:00:00,53.72267,-160.88973,10.3,-114.6,291.0,IMO9401960,70.0,under way using engine,225.0,32.0,12.3
4853,2016-12-31 23:00:00,53.83062,-161.28098,10.7,-113.6,296.0,IMO9401960,70.0,under way using engine,225.0,32.0,12.3
5246,2016-03-16 01:00:00,20.50768,-153.9249,10.2,-142.0,261.0,IMO926477600,70.0,under way using engine,130.0,18.0,5.9
5247,2016-03-16 02:00:00,20.50095,-154.14328,10.9,-140.3,266.0,IMO926477600,70.0,under way using engine,130.0,18.0,5.9
5248,2016-03-16 03:00:00,20.49925,-154.34002,11.2,-139.3,269.0,IMO926477600,70.0,under way using engine,130.0,18.0,5.9
5249,2016-03-16 04:00:00,20.49952,-154.52438,10.7,-140.5,270.0,IMO926477600,70.0,under way using engine,130.0,18.0,5.9
5250,2016-03-16 05:00:00,20.50068,-154.69163,10.6,-142.5,270.0,IMO926477600,70.0,under way using engine,130.0,18.0,5.9
5251,2016-05-18 21:00:00,51.43599,-152.13363,13.4,99.3,98.0,IMO9461063,70.0,under way using engine,229.0,32.0,8.0
5252,2016-05-18 22:00:00,51.42487,-152.02999,13.4,100.4,98.0,IMO9461063,70.0,under way using engine,229.0,32.0,8.0
5254,2016-05-19 00:00:00,51.29477,-151.12329,13.4,101.7,104.0,IMO9461063,70.0,under way using engine,229.0,32.0,8.0
5344,2016-05-22 18:00:00,54.4417,-153.83096,17.9,88.7,91.0,IMO9215646,79.0,under way using engine,278.0,40.0,10.8
5347,2016-05-22 21:00:00,54.45073,-152.46886,18.5,89.6,90.0,IMO9215646,79.0,under way using engine,278.0,40.0,10.8
5348,2016-05-22 22:00:00,54.45046,-151.79203,17.4,90.6,92.0,IMO9215646,79.0,under way using engine,278.0,40.0,10.8
5349,2016-05-22 23:00:00,54.44508,-151.32036,17.6,91.3,92.0,IMO9215646,79.0,under way using engine,278.0,40.0,10.8
5350,2016-05-23 00:00:00,54.43923,-150.81816,16.9,88.9,92.0,IMO9215646,79.0,under way using engine,278.0,40.0,10.8
5351,2016-05-23 01:00:00,54.43697,-150.40434,17.4,92.6,92.0,IMO9215646,79.0,under way using engine,278.0,40.0,10.8
5517,2016-05-29 23:00:00,52.97466,-152.66674,12.5,106.6,106.0,IMO9687124,70.0,under way using engine,225.0,32.0,8.9
5522,2016-05-30 04:00:00,54.56495,-152.61861,16.8,84.9,86.0,IMO9215634,79.0,under way using engine,278.0,40.0,10.0
5523,2016-05-30 05:00:00,54.58609,-152.07028,17.1,85.6,86.0,IMO9215634,79.0,under way using engine,278.0,40.0,10.0
5524,2016-06-05 21:00:00,23.59854,-155.98494,14.3,-118.9,511.0,IMO8618865,79.0,under way using engine,137.0,20.0,6.0
5780,2016-06-16 13:00:00,53.44175,-155.46395,13.9,101.0,104.0,IMO9336036,70.0,under way using engine,225.0,32.0,6.8
5781,2016-06-16 14:00:00,53.4345,-155.40797,13.8,102.0,104.0,IMO9336036,70.0,under way using engine,225.0,32.0,6.8
5861,2016-06-19 22:00:00,54.65155,-155.34877,17.2,80.0,81.0,IMO9128128,71.0,under way using engine,279.0,40.0,11.1
5862,2016-06-19 23:00:00,54.68267,-154.86897,16.8,86.0,88.0,IMO9128128,71.0,under way using engine,279.0,40.0,11.1
5863,2016-06-20 00:00:00,54.69795,-154.47523,17.1,85.0,87.0,IMO9128128,71.0,under way using engine,279.0,40.0,11.1
5864,2016-06-20 01:00:00,54.71558,-153.88877,17.3,85.0,87.0,IMO9128128,71.0,under way using engine,279.0,40.0,11.1
5865,2016-06-20 02:00:00,54.72552,-153.39168,17.3,90.0,89.0,IMO9128128,71.0,under way using engine,279.0,40.0,11.1
5866,2016-06-20 03:00:00,54.73783,-152.90212,17.2,87.0,86.0,IMO9128128,71.0,under way using engine,279.0,40.0,11.1
5867,2016-06-20 04:00:00,54.74775,-152.59978,17.5,85.0,86.0,IMO9128128,71.0,under way using engine,279.0,40.0,11.1
5868,2016-06-20 05:00:00,54.76963,-151.98947,17.2,87.0,86.0,IMO9128128,71.0,under way using engine,279.0,40.0,11.1
5869,2016-06-20 06:00:00,54.80325,-151.35425,17.7,91.0,90.0,IMO9128128,71.0,under way using engine,279.0,40.0,11.1
5870,2016-06-20 07:00:00,54.80818,-150.86363,17.3,90.0,92.0,IMO9128128,71.0,under way using engine,279.0,40.0,11.1
5871,2016-06-20 08:00:00,54.80823,-150.75522,17.4,89.0,90.0,IMO9128128,71.0,under way using engine,279.0,40.0,11.1
5872,2016-07-27 17:00:00,26.35482,-155.99718,14.6,120.0,121.0,IMO9553127,70.0,under way using engine,210.0,36.0,8.5
5873,2016-07-27 18:00:00,26.12443,-155.63642,14.6,127.0,129.0,IMO9553127,70.0,under way using engine,210.0,36.0,8.5
5874,2016-07-27 19:00:00,26.0493,-155.50833,14.7,122.0,126.0,IMO9553127,70.0,under way using engine,210.0,36.0,8.5
5876,2016-07-27 21:00:00,25.77885,-155.05032,14.2,124.0,128.0,IMO9553127,70.0,under way using engine,210.0,36.0,8.5
5877,2016-07-27 22:00:00,25.64458,-154.84653,13.7,126.0,128.0,IMO9553127,70.0,under way using engine,210.0,36.0,8.5
5878,2016-07-27 23:00:00,25.50493,-154.64837,13.3,127.0,128.0,IMO9553127,70.0,under way using engine,210.0,36.0,8.5
5884,2016-07-28 05:00:00,24.71675,-153.46352,13.5,124.0,124.0,IMO9553127,70.0,under way using engine,210.0,36.0,8.5
5885,2016-07-28 06:00:00,24.61517,-153.29465,13.6,121.0,124.0,IMO9553127,70.0,under way using engine,210.0,36.0,8.5
5886,2016-07-28 07:00:00,24.523,-153.14232,13.3,124.0,124.0,IMO9553127,70.0,under way using engine,210.0,36.0,8.5
5887,2016-07-28 08:00:00,24.30453,-152.78923,13.3,122.0,122.0,IMO9553127,70.0,under way using engine,210.0,36.0,8.5
5888,2016-07-28 09:00:00,24.17903,-152.5704,12.9,121.0,121.0,IMO9553127,70.0,under way using engine,210.0,36.0,8.5
5890,2016-07-28 11:00:00,23.96315,-152.23772,13.0,125.0,120.0,IMO9553127,70.0,under way using engine,210.0,36.0,8.5
5891,2016-07-28 12:00:00,23.8219,-152.00888,13.0,125.0,123.0,IMO9553127,70.0,under way using engine,210.0,36.0,8.5
5892,2016-07-28 13:00:00,23.69528,-151.82187,13.1,128.0,124.0,IMO9553127,70.0,under way using engine,210.0,36.0,8.5
5893,2016-08-01 03:00:00,54.76548,-152.20515,17.6,86.0,87.0,IMO9128128,71.0,under way using engine,279.0,40.0,11.1
5894,2016-08-01 04:00:00,54.77907,-151.6964,17.6,88.0,89.0,IMO9128128,71.0,under way using engine,279.0,40.0,11.1
5895,2016-08-01 05:00:00,54.7887,-151.19542,17.6,87.0,89.0,IMO9128128,71.0,under way using engine,279.0,40.0,11.1
5896,2016-08-01 06:00:00,54.79522,-150.70562,17.4,89.0,88.0,IMO9128128,71.0,under way using engine,279.0,40.0,11.1
5897,2016-08-01 07:00:00,54.79703,-150.39317,17.2,87.0,85.0,IMO9128128,71.0,under way using engine,279.0,40.0,11.1
5898,2016-10-28 23:00:00,54.06773,-152.03265,10.1,-137.6,272.0,IMO9550424,70.0,under way using engine,170.0,27.0,9.4
5899,2016-10-29 00:00:00,54.06912,-152.07603,10.2,-137.6,272.0,IMO9550424,70.0,under way using engine,170.0,27.0,9.4
5900,2016-10-29 01:00:00,54.0824,-152.51968,10.4,-135.6,276.0,IMO9550424,70.0,under way using engine,170.0,27.0,9.4
5901,2016-10-29 02:00:00,54.10137,-152.91577,10.7,-135.6,272.0,IMO9550424,70.0,under way using engine,170.0,27.0,9.4
5904,2016-10-29 05:00:00,54.21675,-153.7466,9.7,-115.6,289.0,IMO9550424,70.0,under way using engine,170.0,27.0,9.4
5905,2016-12-14 13:00:00,51.41345,-154.5433,12.3,101.4,101.0,IMO9577460,70.0,under way using engine,229.0,32.0,7.3
6220,2016-12-27 16:00:00,55.69989,-153.66772,12.8,56.7,67.0,IMO9643958,70.0,under way using engine,180.0,30.0,6.5
6222,2016-12-27 18:00:00,55.86081,-153.00676,13.1,77.0,80.0,IMO9643958,70.0,under way using engine,180.0,30.0,6.5
6223,2016-12-27 19:00:00,55.8993,-152.48398,11.9,85.6,80.0,IMO9643958,70.0,under way using engine,180.0,30.0,6.5
6224,2016-12-27 20:00:00,55.92019,-152.20415,12.9,78.7,81.0,IMO9643958,70.0,under way using engine,180.0,30.0,6.5
6225,2016-12-27 21:00:00,55.93821,-151.98296,12.1,87.1,80.0,IMO9643958,70.0,under way using engine,180.0,30.0,6.5
6226,2016-12-27 22:00:00,55.96841,-151.41714,11.6,88.0,85.0,IMO9643958,70.0,under way using engine,180.0,30.0,6.5
6227,2016-05-23 07:00:00,54.34201,-147.35398,17.2,93.9,93.0,IMO9215646,79.0,under way using engine,278.0,40.0,10.8
6228,2016-07-25 15:00:00,20.8345,-148.79282,13.0,136.8,133.0,IMO9344057,70.0,under way using engine,192.0,32.0,11.1
6229,2016-07-25 16:00:00,20.81062,-148.76841,12.9,135.6,133.0,IMO9344057,70.0,under way using engine,192.0,32.0,11.1
6230,2016-07-25 17:00:00,20.63635,-148.58856,12.9,135.7,131.0,IMO9344057,70.0,under way using engine,192.0,32.0,11.1
6234,2016-07-25 21:00:00,19.97328,-147.9041,13.7,136.5,136.0,IMO9344057,70.0,under way using engine,192.0,32.0,11.1
6235,2016-07-25 22:00:00,19.75081,-147.67859,13.6,135.1,135.0,IMO9344057,70.0,under way using engine,192.0,32.0,11.1
6237,2016-07-26 00:00:00,19.44517,-147.36443,13.5,137.8,135.0,IMO9344057,70.0,under way using engine,192.0,32.0,11.1
6238,2016-07-26 01:00:00,19.28181,-147.19719,13.5,136.0,133.0,IMO9344057,70.0,under way using engine,192.0,32.0,7.7
6239,2016-07-26 02:00:00,19.06447,-146.9741,14.5,135.4,132.0,IMO9344057,70.0,under way using engine,192.0,32.0,7.7
6240,2016-07-26 03:00:00,18.90337,-146.81206,13.9,135.0,131.0,IMO9344057,70.0,under way using engine,192.0,32.0,7.7
6241,2016-07-26 04:00:00,18.82903,-146.73556,13.6,135.1,131.0,IMO9344057,70.0,under way using engine,192.0,32.0,7.7
6247,2016-07-26 10:00:00,17.79323,-145.68232,12.7,136.0,134.0,IMO9344057,70.0,under way using engine,192.0,32.0,7.7
6248,2016-07-26 11:00:00,17.60168,-145.49058,13.1,136.2,134.0,IMO9344057,70.0,under way using engine,192.0,32.0,7.7
6249,2016-07-26 12:00:00,17.45166,-145.33448,12.9,135.4,134.0,IMO9344057,70.0,under way using engine,192.0,32.0,7.7
6254,2016-07-26 17:00:00,16.80349,-144.68317,13.4,136.5,135.0,IMO9344057,70.0,under way using engine,192.0,32.0,7.7
6255,2016-07-26 18:00:00,16.57882,-144.45366,13.3,136.7,135.0,IMO9344057,70.0,under way using engine,192.0,32.0,7.7
6256,2016-08-01 08:00:00,54.81185,-149.76635,17.5,90.0,89.0,IMO9128128,71.0,under way using engine,279.0,40.0,11.1
6259,2016-08-01 11:00:00,54.79822,-148.30125,17.8,91.0,90.0,IMO9128128,71.0,under way using engine,279.0,40.0,11.1
6260,2016-08-01 12:00:00,54.79573,-148.08767,17.6,91.0,90.0,IMO9128128,71.0,under way using engine,279.0,40.0,11.1
6261,2016-08-01 13:00:00,54.79423,-147.37705,17.5,89.0,90.0,IMO9128128,71.0,under way using engine,279.0,40.0,11.1
6582,2016-08-14 22:00:00,32.28772,-146.40698,11.7,118.1,116.0,IMO9452921,70.0,under way using engine,189.0,32.0,11.7
6583,2016-08-14 23:00:00,32.27809,-146.38425,11.6,116.6,115.0,IMO9452921,70.0,under way using engine,189.0,32.0,11.7
6588,2016-08-15 04:00:00,31.74325,-145.21874,11.4,119.8,118.0,IMO9452921,70.0,under way using engine,189.0,32.0,11.7
6589,2016-08-15 05:00:00,31.67218,-145.0595,11.4,113.6,112.0,IMO9452921,70.0,under way using engine,189.0,32.0,11.4
6590,2016-08-15 06:00:00,31.56517,-144.81587,11.3,120.4,117.0,IMO9452921,70.0,under way using engine,189.0,32.0,11.4
6594,2016-08-15 10:00:00,31.26609,-144.15931,11.4,120.1,118.0,IMO9452921,70.0,under way using engine,189.0,32.0,11.4
6810,2016-08-24 10:00:00,38.24318,-145.0975,12.7,105.4,106.0,IMO9148611,70.0,under way using engine,289.0,45.0,9.8
6811,2016-09-17 04:00:00,35.7887,-144.46563,11.6,-146.7,262.0,IMO9303924,79.0,under way using engine,190.0,32.0,10.5
6815,2016-09-17 08:00:00,35.63471,-145.65071,12.2,-149.4,263.0,IMO9303924,79.0,under way using engine,190.0,32.0,10.5
6816,2016-09-17 09:00:00,35.60275,-145.89113,12.0,-151.8,263.0,IMO9303924,79.0,under way using engine,190.0,32.0,10.5
6817,2016-09-17 10:00:00,35.5885,-146.00029,12.1,-150.5,260.0,IMO9303924,79.0,under way using engine,190.0,32.0,10.5
6818,2016-12-28 04:00:00,55.70587,-149.4412,13.1,112.5,118.0,IMO9643958,70.0,under way using engine,180.0,30.0,6.5
6819,2016-04-06 03:00:00,44.96016,-138.59344,11.9,47.4,49.0,IMO9407524,70.0,under way using engine,190.0,33.0,11.4
6820,2016-04-06 04:00:00,45.05509,-138.44018,11.8,49.3,51.0,IMO9407524,70.0,under way using engine,190.0,33.0,11.4
6821,2016-04-06 05:00:00,45.2275,-138.21801,11.9,35.3,37.0,IMO9407524,70.0,under way using engine,190.0,33.0,11.4
6822,2016-05-09 11:00:00,43.01616,-141.72623,20.0,114.6,115.0,IMO9408865,71.0,under way using engine,349.0,45.0,11.4
6824,2016-05-09 13:00:00,45.4765,-140.3579,15.2,-101.1,308.0,IMO9466972,71.0,under way using engine,333.0,43.0,10.1
6825,2016-05-09 14:00:00,45.48877,-140.3795,15.4,-100.6,309.0,IMO9466972,71.0,under way using engine,333.0,43.0,10.1
6826,2016-05-09 15:00:00,42.48971,-140.13282,19.9,113.5,114.0,IMO9408865,71.0,under way using engine,349.0,45.0,11.4
6827,2016-05-09 16:00:00,42.254,-139.56095,19.9,120.7,121.0,IMO9408865,71.0,under way using engine,349.0,45.0,11.4
6828,2016-05-09 17:00:00,42.11845,-139.25588,20.1,121.3,122.0,IMO9408865,71.0,under way using engine,349.0,45.0,11.4
6830,2016-05-09 19:00:00,41.88134,-138.69164,19.8,116.9,120.0,IMO9408865,71.0,under way using engine,349.0,45.0,11.4
6831,2016-05-09 20:00:00,41.56737,-138.00851,19.7,119.7,119.0,IMO9408865,71.0,under way using engine,349.0,45.0,11.1
7233,2016-05-26 14:00:00,36.23445,-139.87622,18.3,115.0,115.0,IMO9291133,70.0,under way using engine,199.0,32.0,7.9
7234,2016-06-06 16:00:00,40.97975,-139.23135,19.2,114.0,115.0,IMO9347425,71.0,under way using engine,304.0,40.0,10.8
7235,2016-06-06 17:00:00,40.8047,-138.68633,18.7,113.0,113.0,IMO9347425,71.0,under way using engine,304.0,40.0,10.8
7236,2016-06-06 18:00:00,40.63122,-138.14313,19.0,111.0,113.0,IMO9347425,71.0,under way using engine,304.0,40.0,12.4
7237,2016-06-06 19:00:00,40.59838,-138.03457,19.1,111.0,113.0,IMO9347425,71.0,under way using engine,304.0,40.0,12.4
7617,2016-06-22 15:00:00,36.9499,-140.55476,13.5,115.8,113.0,IMO9436329,79.0,under way using engine,144.0,23.0,6.9
7625,2016-06-22 23:00:00,36.07106,-138.78611,14.0,123.5,123.0,IMO9436329,79.0,under way using engine,144.0,23.0,6.9
7626,2016-06-23 00:00:00,35.93534,-138.53205,13.6,123.3,123.0,IMO9436329,79.0,under way using engine,144.0,23.0,6.9
7628,2016-06-23 02:00:00,35.64939,-138.02646,13.2,125.6,125.0,IMO9436329,79.0,under way using engine,144.0,23.0,6.9
7702,2016-06-26 04:00:00,29.30374,-138.17721,18.7,-129.2,280.0,IMO9604172,73.0,under way using engine,335.0,46.0,10.3
7703,2016-06-26 05:00:00,29.35894,-138.53028,18.6,-127.8,281.0,IMO9604172,73.0,under way using engine,335.0,46.0,10.3
7704,2016-06-26 06:00:00,29.43923,-139.0302,18.2,-131.4,280.0,IMO9604172,73.0,under way using engine,335.0,46.0,10.3
7705,2016-06-26 07:00:00,29.47766,-139.24643,18.3,-128.6,282.0,IMO9604172,73.0,under way using engine,335.0,46.0,10.3
7706,2016-06-26 08:00:00,29.55478,-139.68273,17.8,-131.1,278.0,IMO9604172,73.0,under way using engine,335.0,46.0,10.3
7707,2016-06-26 09:00:00,29.58577,-139.9268,18.1,-131.8,278.0,IMO9604172,73.0,under way using engine,335.0,46.0,10.3
7710,2016-06-26 12:00:00,29.72152,-140.80967,17.6,-132.4,278.0,IMO9604172,73.0,under way using engine,335.0,46.0,10.3
7799,2016-06-30 05:00:00,34.19862,-138.0575,13.0,-127.6,283.0,IMO9291133,70.0,under way using engine,199.0,32.0,7.8
7800,2016-06-30 06:00:00,34.25447,-138.35667,13.1,-125.6,286.0,IMO9291133,70.0,under way using engine,199.0,32.0,7.8
7801,2016-06-30 07:00:00,34.31583,-138.63622,18.7,-124.6,286.0,IMO9291133,70.0,under way using engine,199.0,32.0,7.8
7802,2016-06-30 08:00:00,34.37052,-138.88593,17.7,-126.6,284.0,IMO9291133,70.0,under way using engine,199.0,32.0,7.8
7803,2016-06-30 09:00:00,34.4501,-139.26218,17.5,-126.6,283.0,IMO9291133,70.0,under way using engine,199.0,32.0,7.8
7804,2016-06-30 10:00:00,34.50173,-139.50613,17.6,-127.6,283.0,IMO9291133,70.0,under way using engine,199.0,32.0,7.8
7805,2016-06-30 11:00:00,34.57507,-139.85403,17.8,-125.6,285.0,IMO9291133,70.0,under way using engine,199.0,32.0,7.8
7806,2016-06-30 12:00:00,34.67293,-140.32912,17.6,-124.6,284.0,IMO9291133,70.0,under way using engine,199.0,32.0,7.8
7807,2016-06-30 13:00:00,34.7279,-140.60745,17.6,-126.6,283.0,IMO9291133,70.0,under way using engine,199.0,32.0,7.8
7808,2016-06-30 14:00:00,34.79975,-140.96733,17.6,-126.6,283.0,IMO9291133,70.0,under way using engine,199.0,32.0,7.8
7810,2016-06-30 16:00:00,34.90713,-141.53275,17.7,-125.6,284.0,IMO9291133,70.0,under way using engine,199.0,32.0,7.8
7811,2016-07-03 21:00:00,38.09051,-138.72486,13.2,113.5,112.0,IMO9148611,70.0,under way using engine,289.0,45.0,9.8
7812,2016-07-03 22:00:00,37.93787,-138.3121,13.2,116.2,114.0,IMO9148611,70.0,under way using engine,289.0,45.0,9.4
7813,2016-07-03 23:00:00,37.82937,-138.029,13.1,117.0,115.0,IMO9148611,70.0,under way using engine,289.0,45.0,9.4
7814,2016-07-04 00:00:00,37.82452,-138.01658,13.2,116.1,114.0,IMO9148611,70.0,under way using engine,289.0,45.0,9.4
8091,2016-07-15 13:00:00,33.47781,-141.29487,12.9,104.4,105.0,IMO9466996,70.0,under way using engine,139.0,30.0,7.6
8092,2016-07-15 14:00:00,33.40349,-140.95661,12.3,104.7,106.0,IMO9466996,70.0,under way using engine,139.0,30.0,7.6
8095,2016-07-15 17:00:00,33.26694,-140.38189,12.9,104.1,104.0,IMO9466996,70.0,under way using engine,139.0,30.0,7.6
8100,2016-07-15 22:00:00,32.97678,-139.05022,12.3,104.4,104.0,IMO9466996,70.0,under way using engine,139.0,30.0,7.6
8101,2016-07-15 23:00:00,32.92036,-138.78242,12.7,104.5,104.0,IMO9466996,70.0,under way using engine,139.0,30.0,7.6
8102,2016-07-16 00:00:00,32.8819,-138.61391,12.6,104.6,105.0,IMO9466996,70.0,under way using engine,139.0,30.0,7.6
8103,2016-07-16 01:00:00,32.8518,-138.46863,12.4,103.8,104.0,IMO9466996,70.0,under way using engine,139.0,30.0,7.6
8104,2016-07-16 02:00:00,32.80299,-138.20472,12.6,101.9,101.0,IMO9466996,70.0,under way using engine,139.0,30.0,7.7
8105,2016-07-16 03:00:00,32.7703,-138.01511,12.5,102.2,101.0,IMO9466996,70.0,under way using engine,139.0,30.0,7.7
8318,2016-07-25 00:00:00,34.10505,-143.30745,16.5,104.0,106.0,IMO9291133,70.0,under way using engine,199.0,32.0,7.9
8319,2016-07-25 01:00:00,34.07605,-143.1861,16.7,106.0,108.0,IMO9291133,70.0,under way using engine,199.0,32.0,7.9
8320,2016-07-25 02:00:00,33.93128,-142.56942,17.0,105.0,106.0,IMO9291133,70.0,under way using engine,199.0,32.0,9.2
8321,2016-07-25 03:00:00,33.86838,-142.30332,17.1,104.0,105.0,IMO9291133,70.0,under way using engine,199.0,32.0,9.2
8322,2016-07-25 04:00:00,33.78413,-141.94397,17.0,105.0,106.0,IMO9291133,70.0,under way using engine,199.0,32.0,9.2
8323,2016-07-25 05:00:00,33.70127,-141.58598,17.0,105.0,107.0,IMO9291133,70.0,under way using engine,199.0,32.0,9.2
8324,2016-07-25 06:00:00,33.62392,-141.2786,16.5,106.0,107.0,IMO9291133,70.0,under way using engine,199.0,32.0,9.2
8325,2016-07-25 07:00:00,33.53547,-140.92252,17.0,105.0,105.0,IMO9291133,70.0,under way using engine,199.0,32.0,9.2
8326,2016-07-25 08:00:00,33.45795,-140.61188,17.1,106.0,106.0,IMO9291133,70.0,under way using engine,199.0,32.0,9.2
8327,2016-07-25 09:00:00,33.38425,-140.3206,17.1,107.0,106.0,IMO9291133,70.0,under way using engine,199.0,32.0,9.2
8328,2016-07-25 10:00:00,33.31375,-140.03873,17.2,107.0,107.0,IMO9291133,70.0,under way using engine,199.0,32.0,9.2
8329,2016-07-25 11:00:00,33.23783,-139.75013,17.1,107.0,107.0,IMO9291133,70.0,under way using engine,199.0,32.0,9.2
8330,2016-07-25 12:00:00,33.1659,-139.48103,17.0,106.0,106.0,IMO9291133,70.0,under way using engine,199.0,32.0,9.2
8331,2016-07-25 13:00:00,33.03618,-138.9828,17.0,108.0,108.0,IMO9291133,70.0,under way using engine,199.0,32.0,9.2
8332,2016-07-25 14:00:00,32.98442,-138.79135,17.0,108.0,109.0,IMO9291133,70.0,under way using engine,199.0,32.0,9.2
8333,2016-07-25 15:00:00,32.8658,-138.36802,17.0,108.0,107.0,IMO9291133,70.0,under way using engine,199.0,32.0,9.2
8334,2016-07-25 16:00:00,32.7733,-138.02962,16.9,107.0,105.0,IMO9291133,70.0,under way using engine,199.0,32.0,9.2
8335,2016-07-25 17:00:00,32.76635,-138.00345,16.9,108.0,106.0,IMO9291133,70.0,under way using engine,199.0,32.0,9.2
8442,2016-07-30 04:00:00,42.57477,-140.58965,20.5,119.3,118.0,IMO9466972,71.0,under way using engine,333.0,43.0,11.8
8443,2016-07-30 05:00:00,42.34508,-140.03126,20.2,121.7,120.0,IMO9466972,71.0,under way using engine,333.0,43.0,11.8
8444,2016-07-30 06:00:00,42.20249,-139.7048,19.8,121.6,120.0,IMO9466972,71.0,under way using engine,333.0,43.0,11.8
